assemblage	easting	northing
assemblage-818-472	818	472
assemblage-827-480	827	480
assemblage-825-486	825	486
assemblage-820-494	820	494
assemblage-829-498	829	498
assemblage-816-458	816	458
assemblage-829-482	829	482
assemblage-817-471	817	471
assemblage-812-471	812	471
assemblage-824-497	824	497
assemblage-339-599	339	599
assemblage-335-583	335	583
assemblage-334-577	334	577
assemblage-348-590	348	590
assemblage-325-589	325	589
assemblage-342-579	342	579
assemblage-348-578	348	578
assemblage-343-583	343	583
assemblage-344-586	344	586
assemblage-339-589	339	589
assemblage-379-616	379	616
assemblage-386-631	386	631
assemblage-388-624	388	624
assemblage-384-625	384	625
assemblage-412-614	412	614
assemblage-383-616	383	616
assemblage-381-615	381	615
assemblage-386-616	386	616
assemblage-392-594	392	594
assemblage-384-626	384	626
assemblage-579-365	579	365
assemblage-594-361	594	361
assemblage-602-378	602	378
assemblage-597-375	597	375
assemblage-590-368	590	368
assemblage-600-360	600	360
assemblage-602-364	602	364
assemblage-606-357	606	357
assemblage-606-363	606	363
assemblage-610-355	610	355
assemblage-128-363	128	363
assemblage-155-332	155	332
assemblage-128-357	128	357
assemblage-127-347	127	347
assemblage-143-342	143	342
assemblage-135-356	135	356
assemblage-135-358	135	358
assemblage-144-355	144	355
assemblage-142-337	142	337
assemblage-125-355	125	355
assemblage-255-456	255	456
assemblage-247-464	247	464
assemblage-242-448	242	448
assemblage-248-444	248	444
assemblage-248-448	248	448
assemblage-259-465	259	465
assemblage-235-456	235	456
assemblage-240-440	240	440
assemblage-239-459	239	459
assemblage-251-469	251	469
assemblage-750-615	750	615
assemblage-759-620	759	620
assemblage-748-616	748	616
assemblage-759-631	759	631
assemblage-789-616	789	616
assemblage-752-613	752	613
assemblage-772-636	772	636
assemblage-776-610	776	610
assemblage-770-616	770	616
assemblage-770-641	770	641
assemblage-427-379	427	379
assemblage-427-375	427	375
assemblage-420-380	420	380
assemblage-423-372	423	372
assemblage-426-377	426	377
assemblage-427-368	427	368
assemblage-425-389	425	389
assemblage-416-375	416	375
assemblage-418-394	418	394
assemblage-423-385	423	385
assemblage-703-207	703	207
assemblage-690-189	690	189
assemblage-679-193	679	193
assemblage-691-193	691	193
assemblage-684-193	684	193
assemblage-693-196	693	196
assemblage-667-217	667	217
assemblage-694-184	694	184
assemblage-689-203	689	203
assemblage-686-200	686	200
assemblage-422-455	422	455
assemblage-423-444	423	444
assemblage-434-457	434	457
assemblage-421-446	421	446
assemblage-397-437	397	437
assemblage-408-445	408	445
assemblage-422-439	422	439
assemblage-426-429	426	429
assemblage-412-434	412	434
assemblage-414-448	414	448
assemblage-851-448	851	448
assemblage-830-468	830	468
assemblage-844-454	844	454
assemblage-850-470	850	470
assemblage-846-466	846	466
assemblage-837-467	837	467
assemblage-854-465	854	465
assemblage-837-445	837	445
assemblage-806-473	806	473
assemblage-826-452	826	452
assemblage-751-198	751	198
assemblage-751-209	751	209
assemblage-765-194	765	194
assemblage-735-202	735	202
assemblage-743-209	743	209
assemblage-762-192	762	192
assemblage-740-198	740	198
assemblage-766-207	766	207
assemblage-746-218	746	218
assemblage-747-201	747	201
assemblage-629-314	629	314
assemblage-641-330	641	330
assemblage-631-326	631	326
assemblage-637-330	637	330
assemblage-648-314	648	314
assemblage-635-325	635	325
assemblage-630-321	630	321
assemblage-633-331	633	331
assemblage-625-341	625	341
assemblage-637-327	637	327
assemblage-449-834	449	834
assemblage-462-832	462	832
assemblage-449-833	449	833
assemblage-466-814	466	814
assemblage-452-825	452	825
assemblage-452-839	452	839
assemblage-460-833	460	833
assemblage-452-838	452	838
assemblage-448-822	448	822
assemblage-464-828	464	828
assemblage-556-454	556	454
assemblage-538-463	538	463
assemblage-581-475	581	475
assemblage-568-474	568	474
assemblage-575-465	575	465
assemblage-568-464	568	464
assemblage-587-474	587	474
assemblage-575-481	575	481
assemblage-561-473	561	473
assemblage-563-474	563	474
assemblage-575-957	575	957
assemblage-541-938	541	938
assemblage-553-938	553	938
assemblage-530-946	530	946
assemblage-552-931	552	931
assemblage-555-943	555	943
assemblage-549-947	549	947
assemblage-558-959	558	959
assemblage-555-968	555	968
assemblage-579-925	579	925
assemblage-216-418	216	418
assemblage-201-376	201	376
assemblage-222-397	222	397
assemblage-211-397	211	397
assemblage-214-406	214	406
assemblage-215-393	215	393
assemblage-212-412	212	412
assemblage-209-395	209	395
assemblage-211-394	211	394
assemblage-206-404	206	404
assemblage-779-616	779	616
assemblage-787-607	787	607
assemblage-786-609	786	609
assemblage-809-608	809	608
assemblage-815-603	815	603
assemblage-794-633	794	633
assemblage-806-628	806	628
assemblage-807-630	807	630
assemblage-787-624	787	624
assemblage-787-637	787	637
assemblage-357-945	357	945
assemblage-360-933	360	933
assemblage-376-953	376	953
assemblage-351-937	351	937
assemblage-370-935	370	935
assemblage-359-953	359	953
assemblage-376-944	376	944
assemblage-356-948	356	948
assemblage-359-920	359	920
assemblage-353-937	353	937
assemblage-651-801	651	801
assemblage-622-813	622	813
assemblage-640-811	640	811
assemblage-617-826	617	826
assemblage-655-818	655	818
assemblage-625-803	625	803
assemblage-634-809	634	809
assemblage-627-803	627	803
assemblage-628-805	628	805
assemblage-643-816	643	816
