assemblage	easting	northing
assemblage-831-976	831	976
assemblage-839-987	839	987
assemblage-827-981	827	981
assemblage-830-1001	830	1001
assemblage-853-988	853	988
assemblage-851-1006	851	1006
assemblage-834-987	834	987
assemblage-838-986	838	986
assemblage-527-463	527	463
assemblage-540-477	540	477
assemblage-540-468	540	468
assemblage-549-481	549	481
assemblage-544-479	544	479
assemblage-538-479	538	479
assemblage-546-468	546	468
assemblage-547-488	547	488
assemblage-337-498	337	498
assemblage-344-500	344	500
assemblage-343-509	343	509
assemblage-368-489	368	489
assemblage-362-505	362	505
assemblage-352-519	352	519
assemblage-358-501	358	501
assemblage-357-512	357	512
assemblage-976-999	976	999
assemblage-957-982	957	982
assemblage-967-994	967	994
assemblage-947-996	947	996
assemblage-954-990	954	990
assemblage-983-1003	983	1003
assemblage-964-988	964	988
assemblage-967-996	967	996
assemblage-204-472	204	472
assemblage-153-478	153	478
assemblage-161-461	161	461
assemblage-174-492	174	492
assemblage-187-490	187	490
assemblage-200-476	200	476
assemblage-187-481	187	481
assemblage-174-486	174	486
assemblage-752-921	752	921
assemblage-749-925	749	925
assemblage-763-919	763	919
assemblage-757-904	757	904
assemblage-762-904	762	904
assemblage-773-891	773	891
assemblage-761-903	761	903
assemblage-750-917	750	917
assemblage-122-380	122	380
assemblage-118-355	118	355
assemblage-118-366	118	366
assemblage-120-380	120	380
assemblage-124-373	124	373
assemblage-100-384	100	384
assemblage-142-364	142	364
assemblage-131-377	131	377
assemblage-346-754	346	754
assemblage-356-762	356	762
assemblage-362-744	362	744
assemblage-341-745	341	745
assemblage-349-757	349	757
assemblage-357-765	357	765
assemblage-347-771	347	771
assemblage-352-772	352	772
assemblage-396-911	396	911
assemblage-418-895	418	895
assemblage-414-919	414	919
assemblage-413-894	413	894
assemblage-431-904	431	904
assemblage-421-910	421	910
assemblage-427-897	427	897
assemblage-420-895	420	895
assemblage-520-691	520	691
assemblage-534-699	534	699
assemblage-523-676	523	676
assemblage-516-679	516	679
assemblage-527-668	527	668
assemblage-515-702	515	702
assemblage-533-694	533	694
assemblage-532-693	532	693
assemblage-144-970	144	970
assemblage-141-1001	141	1001
assemblage-148-1000	148	1000
assemblage-139-994	139	994
assemblage-147-979	147	979
assemblage-170-969	170	969
assemblage-128-978	128	978
assemblage-162-980	162	980
assemblage-159-705	159	705
assemblage-146-728	146	728
assemblage-150-708	150	708
assemblage-163-698	163	698
assemblage-160-729	160	729
assemblage-157-739	157	739
assemblage-158-689	158	689
assemblage-150-694	150	694
assemblage-665-898	665	898
assemblage-653-885	653	885
assemblage-643-890	643	890
assemblage-660-894	660	894
assemblage-656-900	656	900
assemblage-657-898	657	898
assemblage-651-901	651	901
assemblage-639-891	639	891
assemblage-370-615	370	615
assemblage-354-625	354	625
assemblage-357-616	357	616
assemblage-364-627	364	627
assemblage-338-611	338	611
assemblage-357-609	357	609
assemblage-344-624	344	624
assemblage-368-611	368	611
assemblage-283-238	283	238
assemblage-270-231	270	231
assemblage-268-242	268	242
assemblage-262-237	262	237
assemblage-269-236	269	236
assemblage-275-233	275	233
assemblage-262-240	262	240
assemblage-270-241	270	241
assemblage-692-724	692	724
assemblage-709-731	709	731
assemblage-724-723	724	723
assemblage-727-745	727	745
assemblage-722-718	722	718
assemblage-718-730	718	730
assemblage-697-729	697	729
assemblage-702-726	702	726
assemblage-878-367	878	367
assemblage-897-363	897	363
assemblage-888-383	888	383
assemblage-890-368	890	368
assemblage-881-375	881	375
assemblage-889-374	889	374
assemblage-872-390	872	390
assemblage-887-364	887	364
assemblage-534-295	534	295
assemblage-552-274	552	274
assemblage-554-282	554	282
assemblage-545-281	545	281
assemblage-539-268	539	268
assemblage-549-299	549	299
assemblage-540-275	540	275
assemblage-564-266	564	266
assemblage-639-660	639	660
assemblage-661-663	661	663
assemblage-648-665	648	665
assemblage-634-662	634	662
assemblage-636-652	636	652
assemblage-631-659	631	659
assemblage-651-672	651	672
assemblage-656-655	656	655
assemblage-374-948	374	948
assemblage-373-944	373	944
assemblage-375-942	375	942
assemblage-349-945	349	945
assemblage-370-965	370	965
assemblage-390-928	390	928
assemblage-359-943	359	943
assemblage-367-929	367	929
assemblage-473-576	473	576
assemblage-503-578	503	578
assemblage-499-566	499	566
assemblage-493-587	493	587
assemblage-489-577	489	577
assemblage-490-583	490	583
assemblage-483-564	483	564
assemblage-506-586	506	586
assemblage-261-926	261	926
assemblage-268-932	268	932
assemblage-264-933	264	933
assemblage-264-950	264	950
assemblage-275-945	275	945
assemblage-284-931	284	931
assemblage-281-929	281	929
assemblage-268-940	268	940
assemblage-206-355	206	355
assemblage-185-363	185	363
assemblage-202-368	202	368
assemblage-200-370	200	370
assemblage-189-363	189	363
assemblage-215-380	215	380
assemblage-212-377	212	377
assemblage-209-386	209	386
assemblage-886-386	886	386
assemblage-847-379	847	379
assemblage-871-379	871	379
assemblage-872-388	872	388
assemblage-864-394	864	394
assemblage-857-390	857	390
assemblage-861-376	861	376
assemblage-879-379	879	379
