Assemblage_Name	7337-1-1	5437979-0-0	863218-6774618-7774684	3-2049714-0	5437979-0-4934925	1513369-2-0	5437979-0-7899154	3-2-6412691	3-5937436-0	0-1-4	3-2-4072471	8032173-6774618-3965231	863218-6774618-2648646	2137808-2-0	9261477-2-0	5437979-0-6243214	2137808-8975926-0	3-2-23637	3-1127647-0	3-2-7385202	3-2-6427732	5437979-2655857-0	707716-2-23637	863218-6774618-7294087	863218-5578212-0	3-0-0	5437979-0-966640	3-2-3283380	3-644191-0	8032173-6774618-0	3-2-3981338	3-9753436-23637	863218-9032929-0	6193744-6774618-0	863218-6774618-0	863218-1944996-0	3-2-1752149	3-6774618-0	5657780-6774618-0	3-2-0	863218-6774618-6138381	1973093-0-6243214	6193744-6774618-6360729	863218-8281552-0	0-4730046-4	9152926-2-0
assemblage-384-269	34	6	0	0	0	0	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	20
assemblage-380-266	30	12	0	0	0	0	0	0	0	19	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	18
assemblage-930-503	0	54	0	0	0	0	79	0	0	203	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	13
assemblage-708-443	0	50	0	0	0	0	0	0	0	8	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	17
assemblage-955-283	0	29	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	335	0	0	0	0	0	11
assemblage-943-508	0	61	0	0	0	0	67	0	0	224	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	15
assemblage-163-932	0	161	0	5	0	0	0	0	0	13	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	3	0	0	0	0	0	0	14
assemblage-148-933	0	18	0	0	0	0	0	0	0	5	0	0	0	0	0	0	28	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	60	0	0	0	0	0	9
assemblage-444-470	0	13	0	0	0	0	0	0	0	6	0	0	0	0	0	0	26	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	56	0	0	0	0	0	12
assemblage-600-534	0	19	0	83	164	0	0	0	6	0	129	0	0	0	0	21	23	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	15
assemblage-296-429	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	36	0	0	0	0	0	0	0	18
assemblage-291-419	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	8
assemblage-780-771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	24	321	0	0	0	0	0	9	0	78	0	0	9
assemblage-901-172	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	77	0	156	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6
assemblage-792-172	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	75	0	146	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	8
assemblage-781-776	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	119	0	0	0	0	6	0	0	10	20	0	0	0	0	96	0	0	0	14	193	0	0	0	0	0	0	0	22	0	0	14
assemblage-554-1004	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	180	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	41	0	0	0	0	0	0	0	21
assemblage-586-653	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	81	0	132	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	4
