Assemblage_Name	7337-1-1	5437979-0-0	863218-6774618-7774684	3-2049714-0	5437979-0-4934925	1513369-2-0	5437979-0-7899154	3-2-6412691	3-5937436-0	0-1-4	3-2-4072471	8032173-6774618-3965231	863218-6774618-2648646	2137808-2-0	9261477-2-0	5437979-0-6243214	2137808-8975926-0	3-2-23637	3-1127647-0	3-2-7385202	3-2-6427732	5437979-2655857-0	707716-2-23637	863218-6774618-7294087	863218-5578212-0	3-0-0	5437979-0-966640	3-2-3283380	3-644191-0	8032173-6774618-0	3-2-3981338	3-9753436-23637	863218-9032929-0	6193744-6774618-0	863218-6774618-0	863218-1944996-0	3-2-1752149	3-6774618-0	5657780-6774618-0	3-2-0	863218-6774618-6138381	1973093-0-6243214	6193744-6774618-6360729	863218-8281552-0	0-4730046-4	9152926-2-0
assemblage-764-521	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	76	9
assemblage-384-269	34	6	0	0	0	0	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	20
assemblage-329-265	0	91	0	23	0	0	0	0	0	43	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	231	0	0	0	0	17	11
assemblage-127-489	0	70	0	0	0	0	0	0	0	17	5	0	0	0	0	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	372	0	0	0	0	0	3
assemblage-106-503	0	202	0	67	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	9
assemblage-386-263	30	3	0	0	0	0	0	0	0	19	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	18
assemblage-153-925	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	364	0	53	0	0	0	0	0	4
assemblage-472-672	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	4
assemblage-228-424	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	14
assemblage-463-661	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	34	0	0	0	0	0	0	0	11
assemblage-453-654	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	16
assemblage-296-429	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	36	0	0	0	0	0	0	0	18
assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	53	0	0	0	0	11	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	28
assemblage-776-769	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	6
assemblage-382-196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	17	0	0	52	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	17
assemblage-692-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	22	0	0	62	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	6	0	0	0	9
assemblage-772-154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	325	0	0	28	0	7	0	0	0	0	0	0	0	0	15	0	0	30	0	0	51	0	0	0	0	0	0	0	7
assemblage-587-643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	314	0	0	33	0	9	0	0	0	0	0	0	0	0	22	0	0	33	0	0	48	0	0	0	0	0	0	0	7
