assemblage	easting	northing
assemblage-276-320	276	320
assemblage-274-326	274	326
assemblage-291-322	291	322
assemblage-277-319	277	319
assemblage-283-334	283	334
assemblage-279-316	279	316
assemblage-297-329	297	329
assemblage-274-313	274	313
assemblage-352-376	352	376
assemblage-380-369	380	369
assemblage-358-359	358	359
assemblage-344-349	344	349
assemblage-344-370	344	370
assemblage-375-369	375	369
assemblage-358-380	358	380
assemblage-337-379	337	379
assemblage-475-340	475	340
assemblage-482-330	482	330
assemblage-507-349	507	349
assemblage-493-340	493	340
assemblage-490-341	490	341
assemblage-499-346	499	346
assemblage-494-334	494	334
assemblage-486-345	486	345
assemblage-168-612	168	612
assemblage-146-619	146	619
assemblage-161-608	161	608
assemblage-149-602	149	602
assemblage-175-616	175	616
assemblage-165-607	165	607
assemblage-174-612	174	612
assemblage-159-611	159	611
assemblage-651-724	651	724
assemblage-652-723	652	723
assemblage-641-709	641	709
assemblage-658-712	658	712
assemblage-655-716	655	716
assemblage-649-705	649	705
assemblage-659-725	659	725
assemblage-650-705	650	705
assemblage-973-516	973	516
assemblage-960-516	960	516
assemblage-958-518	958	518
assemblage-962-537	962	537
assemblage-961-507	961	507
assemblage-983-522	983	522
assemblage-961-527	961	527
assemblage-963-519	963	519
assemblage-977-246	977	246
assemblage-954-236	954	236
assemblage-964-253	964	253
assemblage-992-240	992	240
assemblage-970-221	970	221
assemblage-975-253	975	253
assemblage-986-252	986	252
assemblage-974-237	974	237
assemblage-803-940	803	940
assemblage-821-932	821	932
assemblage-811-951	811	951
assemblage-827-933	827	933
assemblage-800-923	800	923
assemblage-808-927	808	927
assemblage-817-919	817	919
assemblage-806-936	806	936
assemblage-112-537	112	537
assemblage-134-562	134	562
assemblage-129-551	129	551
assemblage-142-547	142	547
assemblage-112-555	112	555
assemblage-127-571	127	571
assemblage-120-543	120	543
assemblage-116-548	116	548
assemblage-989-241	989	241
assemblage-1003-269	1003	269
assemblage-993-252	993	252
assemblage-996-259	996	259
assemblage-992-255	992	255
assemblage-997-241	997	241
assemblage-996-244	996	244
assemblage-997-235	997	235
assemblage-418-597	418	597
assemblage-410-599	410	599
assemblage-386-603	386	603
assemblage-399-606	399	606
assemblage-414-616	414	616
assemblage-390-610	390	610
assemblage-429-597	429	597
assemblage-407-605	407	605
assemblage-473-623	473	623
assemblage-464-617	464	617
assemblage-483-609	483	609
assemblage-485-619	485	619
assemblage-499-620	499	620
assemblage-475-627	475	627
assemblage-489-622	489	622
assemblage-467-638	467	638
assemblage-586-943	586	943
assemblage-569-948	569	948
assemblage-569-944	569	944
assemblage-583-967	583	967
assemblage-581-964	581	964
assemblage-558-948	558	948
assemblage-556-955	556	955
assemblage-558-936	558	936
assemblage-795-485	795	485
assemblage-787-493	787	493
assemblage-810-490	810	490
assemblage-798-508	798	508
assemblage-788-500	788	500
assemblage-794-484	794	484
assemblage-819-494	819	494
assemblage-803-494	803	494
assemblage-951-754	951	754
assemblage-955-782	955	782
assemblage-951-775	951	775
assemblage-970-747	970	747
assemblage-959-756	959	756
assemblage-961-770	961	770
assemblage-956-767	956	767
assemblage-968-779	968	779
assemblage-633-898	633	898
assemblage-635-923	635	923
assemblage-630-923	630	923
assemblage-632-914	632	914
assemblage-618-913	618	913
assemblage-616-921	616	921
assemblage-629-901	629	901
assemblage-608-910	608	910
assemblage-257-711	257	711
assemblage-256-721	256	721
assemblage-253-698	253	698
assemblage-276-712	276	712
assemblage-254-688	254	688
assemblage-255-708	255	708
assemblage-247-709	247	709
assemblage-258-718	258	718
assemblage-234-110	234	110
assemblage-256-119	256	119
assemblage-258-121	258	121
assemblage-238-115	238	115
assemblage-259-119	259	119
assemblage-234-119	234	119
assemblage-251-111	251	111
assemblage-237-116	237	116
assemblage-955-378	955	378
assemblage-942-374	942	374
assemblage-945-368	945	368
assemblage-940-347	940	347
assemblage-936-364	936	364
assemblage-932-356	932	356
assemblage-930-382	930	382
assemblage-945-379	945	379
assemblage-392-556	392	556
assemblage-392-543	392	543
assemblage-389-545	389	545
assemblage-387-534	387	534
assemblage-390-542	390	542
assemblage-385-545	385	545
assemblage-372-526	372	526
assemblage-395-529	395	529
assemblage-841-457	841	457
assemblage-820-439	820	439
assemblage-812-450	812	450
assemblage-817-468	817	468
assemblage-815-443	815	443
assemblage-808-446	808	446
assemblage-834-450	834	450
assemblage-830-445	830	445
assemblage-486-973	486	973
assemblage-483-975	483	975
assemblage-471-990	471	990
assemblage-481-987	481	987
assemblage-482-982	482	982
assemblage-470-982	470	982
assemblage-489-1011	489	1011
assemblage-477-979	477	979
assemblage-792-529	792	529
assemblage-771-529	771	529
assemblage-780-543	780	543
assemblage-783-529	783	529
assemblage-791-518	791	518
assemblage-802-532	802	532
assemblage-789-512	789	512
assemblage-761-518	761	518
assemblage-549-119	549	119
assemblage-556-116	556	116
assemblage-565-115	565	115
assemblage-556-136	556	136
assemblage-548-132	548	132
assemblage-576-130	576	130
assemblage-559-144	559	144
assemblage-546-119	546	119
