assemblage	easting	northing
assemblage-639-314	639	314
assemblage-644-313	644	313
assemblage-639-332	639	332
assemblage-657-318	657	318
assemblage-665-317	665	317
assemblage-634-324	634	324
assemblage-635-293	635	293
assemblage-660-329	660	329
assemblage-993-593	993	593
assemblage-963-608	963	608
assemblage-978-616	978	616
assemblage-996-614	996	614
assemblage-975-608	975	608
assemblage-988-608	988	608
assemblage-988-616	988	616
assemblage-980-599	980	599
assemblage-672-983	672	983
assemblage-680-956	680	956
assemblage-672-971	672	971
assemblage-692-970	692	970
assemblage-660-956	660	956
assemblage-698-984	698	984
assemblage-671-975	671	975
assemblage-672-973	672	973
assemblage-749-590	749	590
assemblage-766-603	766	603
assemblage-765-611	765	611
assemblage-762-609	762	609
assemblage-750-626	750	626
assemblage-747-615	747	615
assemblage-754-622	754	622
assemblage-757-625	757	625
assemblage-155-860	155	860
assemblage-157-845	157	845
assemblage-162-852	162	852
assemblage-166-848	166	848
assemblage-171-856	171	856
assemblage-164-852	164	852
assemblage-146-867	146	867
assemblage-168-833	168	833
assemblage-737-767	737	767
assemblage-731-790	731	790
assemblage-753-770	753	770
assemblage-724-779	724	779
assemblage-730-776	730	776
assemblage-731-788	731	788
assemblage-752-785	752	785
assemblage-747-774	747	774
assemblage-782-914	782	914
assemblage-783-921	783	921
assemblage-777-936	777	936
assemblage-776-918	776	918
assemblage-777-895	777	895
assemblage-777-922	777	922
assemblage-786-921	786	921
assemblage-788-907	788	907
assemblage-643-323	643	323
assemblage-646-331	646	331
assemblage-669-356	669	356
assemblage-660-350	660	350
assemblage-659-328	659	328
assemblage-656-339	656	339
assemblage-660-329	660	329
assemblage-648-341	648	341
assemblage-688-473	688	473
assemblage-694-460	694	460
assemblage-694-487	694	487
assemblage-695-482	695	482
assemblage-699-477	699	477
assemblage-701-469	701	469
assemblage-715-490	715	490
assemblage-716-481	716	481
assemblage-320-424	320	424
assemblage-322-394	322	394
assemblage-304-411	304	411
assemblage-324-414	324	414
assemblage-330-420	330	420
assemblage-321-414	321	414
assemblage-311-427	311	427
assemblage-310-410	310	410
assemblage-375-821	375	821
assemblage-381-816	381	816
assemblage-371-810	371	810
assemblage-371-841	371	841
assemblage-367-825	367	825
assemblage-372-841	372	841
assemblage-393-831	393	831
assemblage-367-832	367	832
assemblage-721-963	721	963
assemblage-762-980	762	980
assemblage-730-968	730	968
assemblage-747-968	747	968
assemblage-735-969	735	969
assemblage-749-987	749	987
assemblage-726-971	726	971
assemblage-726-965	726	965
assemblage-663-782	663	782
assemblage-663-744	663	744
assemblage-655-777	655	777
assemblage-662-774	662	774
assemblage-672-741	672	741
assemblage-684-767	684	767
assemblage-668-761	668	761
assemblage-662-757	662	757
assemblage-532-449	532	449
assemblage-541-439	541	439
assemblage-560-429	560	429
assemblage-566-435	566	435
assemblage-546-443	546	443
assemblage-546-416	546	416
assemblage-549-432	549	432
assemblage-543-454	543	454
assemblage-592-140	592	140
assemblage-612-122	612	122
assemblage-593-127	593	127
assemblage-579-127	579	127
assemblage-592-120	592	120
assemblage-597-123	597	123
assemblage-593-138	593	138
assemblage-604-126	604	126
assemblage-944-541	944	541
assemblage-945-540	945	540
assemblage-945-543	945	543
assemblage-923-557	923	557
assemblage-944-557	944	557
assemblage-962-541	962	541
assemblage-948-531	948	531
assemblage-957-547	957	547
assemblage-904-630	904	630
assemblage-895-636	895	636
assemblage-907-636	907	636
assemblage-895-640	895	640
assemblage-910-639	910	639
assemblage-906-632	906	632
assemblage-903-635	903	635
assemblage-907-621	907	621
assemblage-994-194	994	194
assemblage-1006-207	1006	207
assemblage-1011-185	1011	185
assemblage-993-198	993	198
assemblage-989-198	989	198
assemblage-990-203	990	203
assemblage-985-197	985	197
assemblage-984-200	984	200
assemblage-431-697	431	697
assemblage-431-667	431	667
assemblage-421-689	421	689
assemblage-440-681	440	681
assemblage-439-709	439	709
assemblage-426-694	426	694
assemblage-437-684	437	684
assemblage-414-683	414	683
assemblage-647-971	647	971
assemblage-663-968	663	968
assemblage-637-948	637	948
assemblage-635-952	635	952
assemblage-653-972	653	972
assemblage-652-952	652	952
assemblage-653-962	653	962
assemblage-631-942	631	942
assemblage-292-700	292	700
assemblage-294-696	294	696
assemblage-302-697	302	697
assemblage-308-721	308	721
assemblage-301-721	301	721
assemblage-311-717	311	717
assemblage-293-730	293	730
assemblage-296-722	296	722
assemblage-834-809	834	809
assemblage-823-790	823	790
assemblage-832-789	832	789
assemblage-822-790	822	790
assemblage-836-798	836	798
assemblage-854-806	854	806
assemblage-822-809	822	809
assemblage-843-799	843	799
assemblage-405-108	405	108
assemblage-385-93	385	93
assemblage-387-106	387	106
assemblage-399-81	399	81
assemblage-374-109	374	109
assemblage-389-102	389	102
assemblage-379-112	379	112
assemblage-379-102	379	102
assemblage-840-332	840	332
assemblage-836-341	836	341
assemblage-845-335	845	335
assemblage-846-341	846	341
assemblage-855-346	855	346
assemblage-857-317	857	317
assemblage-832-326	832	326
assemblage-838-351	838	351
