assemblage	easting	northing
assemblage-589-997	589	997
assemblage-615-986	615	986
assemblage-604-990	604	990
assemblage-586-983	586	983
assemblage-613-1002	613	1002
assemblage-592-990	592	990
assemblage-601-997	601	997
assemblage-605-982	605	982
assemblage-610-1007	610	1007
assemblage-612-991	612	991
assemblage-252-585	252	585
assemblage-260-615	260	615
assemblage-225-602	225	602
assemblage-257-587	257	587
assemblage-257-604	257	604
assemblage-239-603	239	603
assemblage-239-581	239	581
assemblage-263-604	263	604
assemblage-253-591	253	591
assemblage-252-590	252	590
assemblage-868-369	868	369
assemblage-853-344	853	344
assemblage-864-354	864	354
assemblage-875-352	875	352
assemblage-865-372	865	372
assemblage-868-358	868	358
assemblage-895-362	895	362
assemblage-861-357	861	357
assemblage-869-357	869	357
assemblage-871-376	871	376
assemblage-817-785	817	785
assemblage-805-773	805	773
assemblage-783-760	783	760
assemblage-801-782	801	782
assemblage-806-765	806	765
assemblage-820-776	820	776
assemblage-795-773	795	773
assemblage-799-765	799	765
assemblage-805-762	805	762
assemblage-806-771	806	771
assemblage-403-489	403	489
assemblage-417-513	417	513
assemblage-403-485	403	485
assemblage-365-506	365	506
assemblage-395-505	395	505
assemblage-390-496	390	496
assemblage-383-474	383	474
assemblage-407-475	407	475
assemblage-389-507	389	507
assemblage-401-498	401	498
assemblage-462-472	462	472
assemblage-459-455	459	455
assemblage-456-475	456	475
assemblage-454-469	454	469
assemblage-452-448	452	448
assemblage-464-462	464	462
assemblage-454-465	454	465
assemblage-464-474	464	474
assemblage-478-448	478	448
assemblage-463-451	463	451
assemblage-984-550	984	550
assemblage-989-562	989	562
assemblage-986-555	986	555
assemblage-961-569	961	569
assemblage-985-576	985	576
assemblage-976-554	976	554
assemblage-989-563	989	563
assemblage-979-561	979	561
assemblage-987-572	987	572
assemblage-973-578	973	578
assemblage-536-366	536	366
assemblage-550-360	550	360
assemblage-547-354	547	354
assemblage-550-367	550	367
assemblage-538-369	538	369
assemblage-564-368	564	368
assemblage-537-343	537	343
assemblage-556-370	556	370
assemblage-554-369	554	369
assemblage-543-345	543	345
assemblage-98-543	98	543
assemblage-112-519	112	519
assemblage-109-521	109	521
assemblage-96-554	96	554
assemblage-107-531	107	531
assemblage-93-530	93	530
assemblage-109-547	109	547
assemblage-104-528	104	528
assemblage-105-531	105	531
assemblage-105-525	105	525
assemblage-532-767	532	767
assemblage-514-785	514	785
assemblage-528-782	528	782
assemblage-542-771	542	771
assemblage-529-794	529	794
assemblage-522-778	522	778
assemblage-524-775	524	775
assemblage-520-767	520	767
assemblage-543-780	543	780
assemblage-521-784	521	784
assemblage-357-802	357	802
assemblage-337-810	337	810
assemblage-317-799	317	799
assemblage-349-817	349	817
assemblage-334-814	334	814
assemblage-334-802	334	802
assemblage-332-815	332	815
assemblage-340-821	340	821
assemblage-341-816	341	816
assemblage-329-825	329	825
assemblage-406-498	406	498
assemblage-426-523	426	523
assemblage-400-525	400	525
assemblage-397-507	397	507
assemblage-392-512	392	512
assemblage-400-509	400	509
assemblage-385-510	385	510
assemblage-393-512	393	512
assemblage-383-529	383	529
assemblage-395-504	395	504
assemblage-683-732	683	732
assemblage-671-734	671	734
assemblage-684-736	684	736
assemblage-689-732	689	732
assemblage-668-723	668	723
assemblage-680-704	680	704
assemblage-657-738	657	738
assemblage-690-726	690	726
assemblage-693-730	693	730
assemblage-687-721	687	721
assemblage-664-336	664	336
assemblage-662-342	662	342
assemblage-659-325	659	325
assemblage-655-355	655	355
assemblage-656-318	656	318
assemblage-650-347	650	347
assemblage-656-344	656	344
assemblage-643-327	643	327
assemblage-673-332	673	332
assemblage-653-316	653	316
assemblage-291-838	291	838
assemblage-276-858	276	858
assemblage-295-848	295	848
assemblage-274-849	274	849
assemblage-276-841	276	841
assemblage-295-841	295	841
assemblage-270-846	270	846
assemblage-259-846	259	846
assemblage-279-866	279	866
assemblage-300-847	300	847
assemblage-803-570	803	570
assemblage-808-599	808	599
assemblage-845-578	845	578
assemblage-834-582	834	582
assemblage-825-581	825	581
assemblage-831-587	831	587
assemblage-835-586	835	586
assemblage-811-595	811	595
assemblage-829-585	829	585
assemblage-846-601	846	601
assemblage-155-143	155	143
assemblage-168-128	168	128
assemblage-145-156	145	156
assemblage-159-186	159	186
assemblage-163-152	163	152
assemblage-171-159	171	159
assemblage-158-140	158	140
assemblage-162-175	162	175
assemblage-132-166	132	166
assemblage-163-179	163	179
assemblage-807-241	807	241
assemblage-797-249	797	249
assemblage-785-245	785	245
assemblage-791-232	791	232
assemblage-791-235	791	235
assemblage-813-234	813	234
assemblage-777-242	777	242
assemblage-799-233	799	233
assemblage-786-244	786	244
assemblage-786-243	786	243
assemblage-561-206	561	206
assemblage-576-209	576	209
assemblage-563-209	563	209
assemblage-564-211	564	211
assemblage-574-211	574	211
assemblage-572-187	572	187
assemblage-580-219	580	219
assemblage-581-202	581	202
assemblage-575-225	575	225
assemblage-567-211	567	211
assemblage-386-638	386	638
assemblage-402-637	402	637
assemblage-381-643	381	643
assemblage-405-662	405	662
assemblage-402-652	402	652
assemblage-407-640	407	640
assemblage-394-630	394	630
assemblage-410-648	410	648
assemblage-385-649	385	649
assemblage-394-642	394	642
