assemblage	easting	northing
assemblage-487-841	487	841
assemblage-494-852	494	852
assemblage-478-834	478	834
assemblage-479-842	479	842
assemblage-484-855	484	855
assemblage-469-851	469	851
assemblage-499-852	499	852
assemblage-498-865	498	865
assemblage-477-859	477	859
assemblage-497-853	497	853
assemblage-627-246	627	246
assemblage-627-247	627	247
assemblage-633-229	633	229
assemblage-611-251	611	251
assemblage-628-241	628	241
assemblage-615-247	615	247
assemblage-623-261	623	261
assemblage-604-274	604	274
assemblage-618-238	618	238
assemblage-615-254	615	254
assemblage-882-733	882	733
assemblage-851-767	851	767
assemblage-869-761	869	761
assemblage-864-756	864	756
assemblage-870-763	870	763
assemblage-865-755	865	755
assemblage-861-760	861	760
assemblage-859-733	859	733
assemblage-864-767	864	767
assemblage-862-766	862	766
assemblage-905-341	905	341
assemblage-896-331	896	331
assemblage-919-358	919	358
assemblage-904-357	904	357
assemblage-898-354	898	354
assemblage-873-353	873	353
assemblage-914-345	914	345
assemblage-896-338	896	338
assemblage-894-345	894	345
assemblage-899-345	899	345
assemblage-154-286	154	286
assemblage-139-277	139	277
assemblage-173-287	173	287
assemblage-163-272	163	272
assemblage-165-292	165	292
assemblage-165-293	165	293
assemblage-167-293	167	293
assemblage-183-297	183	297
assemblage-173-283	173	283
assemblage-160-289	160	289
assemblage-496-772	496	772
assemblage-492-797	492	797
assemblage-511-774	511	774
assemblage-496-790	496	790
assemblage-494-774	494	774
assemblage-500-782	500	782
assemblage-512-792	512	792
assemblage-531-776	531	776
assemblage-507-782	507	782
assemblage-494-784	494	784
assemblage-140-194	140	194
assemblage-133-209	133	209
assemblage-154-209	154	209
assemblage-129-200	129	200
assemblage-134-183	134	183
assemblage-147-199	147	199
assemblage-144-204	144	204
assemblage-125-179	125	179
assemblage-153-204	153	204
assemblage-149-196	149	196
assemblage-593-664	593	664
assemblage-570-647	570	647
assemblage-586-649	586	649
assemblage-588-651	588	651
assemblage-591-655	591	655
assemblage-574-634	574	634
assemblage-583-663	583	663
assemblage-598-655	598	655
assemblage-573-646	573	646
assemblage-572-664	572	664
assemblage-395-738	395	738
assemblage-383-746	383	746
assemblage-415-741	415	741
assemblage-405-733	405	733
assemblage-381-739	381	739
assemblage-396-750	396	750
assemblage-403-726	403	726
assemblage-391-732	391	732
assemblage-406-733	406	733
assemblage-414-740	414	740
assemblage-549-745	549	745
assemblage-555-756	555	756
assemblage-535-733	535	733
assemblage-548-766	548	766
assemblage-558-743	558	743
assemblage-547-749	547	749
assemblage-571-745	571	745
assemblage-557-728	557	728
assemblage-547-722	547	722
assemblage-541-745	541	745
assemblage-702-662	702	662
assemblage-717-656	717	656
assemblage-710-653	710	653
assemblage-724-655	724	655
assemblage-718-671	718	671
assemblage-708-670	708	670
assemblage-712-662	712	662
assemblage-714-650	714	650
assemblage-713-676	713	676
assemblage-717-670	717	670
assemblage-342-532	342	532
assemblage-357-529	357	529
assemblage-366-508	366	508
assemblage-339-512	339	512
assemblage-364-508	364	508
assemblage-344-516	344	516
assemblage-354-522	354	522
assemblage-337-507	337	507
assemblage-343-520	343	520
assemblage-356-517	356	517
assemblage-981-265	981	265
assemblage-968-235	968	235
assemblage-973-237	973	237
assemblage-984-244	984	244
assemblage-986-226	986	226
assemblage-960-244	960	244
assemblage-971-249	971	249
assemblage-1000-236	1000	236
assemblage-985-236	985	236
assemblage-975-231	975	231
assemblage-312-217	312	217
assemblage-289-196	289	196
assemblage-299-192	299	192
assemblage-301-211	301	211
assemblage-306-208	306	208
assemblage-321-202	321	202
assemblage-303-213	303	213
assemblage-302-198	302	198
assemblage-319-210	319	210
assemblage-308-207	308	207
assemblage-937-757	937	757
assemblage-941-771	941	771
assemblage-938-750	938	750
assemblage-925-741	925	741
assemblage-936-750	936	750
assemblage-931-764	931	764
assemblage-922-743	922	743
assemblage-937-752	937	752
assemblage-928-756	928	756
assemblage-927-755	927	755
