Assemblage_Name	7337-1-1	5437979-0-0	863218-6774618-7774684	3-2049714-0	5437979-0-4934925	1513369-2-0	5437979-0-7899154	3-2-6412691	3-5937436-0	0-1-4	3-2-4072471	8032173-6774618-3965231	863218-6774618-2648646	2137808-2-0	9261477-2-0	5437979-0-6243214	2137808-8975926-0	3-2-23637	3-1127647-0	3-2-7385202	3-2-6427732	5437979-2655857-0	707716-2-23637	863218-6774618-7294087	863218-5578212-0	3-0-0	5437979-0-966640	3-2-3283380	3-644191-0	8032173-6774618-0	3-2-3981338	3-9753436-23637	863218-9032929-0	6193744-6774618-0	863218-6774618-0	863218-1944996-0	3-2-1752149	3-6774618-0	5657780-6774618-0	3-2-0	863218-6774618-6138381	1973093-0-6243214	6193744-6774618-6360729	863218-8281552-0	0-4730046-4	9152926-2-0
assemblage-603-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	20	0	0	0	0	0	0	0	14
assemblage-395-842	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	26	0	13	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	15
assemblage-792-172	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	75	0	146	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	8
assemblage-776-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	43	300	0	0	0	0	0	2	0	89	0	0	9
assemblage-288-419	0	116	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	284	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	12
assemblage-973-309	0	29	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	348	0	0	0	0	0	16
assemblage-386-263	30	3	0	0	0	0	0	0	0	19	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	18
assemblage-479-922	0	269	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	11
assemblage-558-998	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	198	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	49	0	0	0	0	0	0	0	12
assemblage-601-539	0	17	0	87	174	0	0	0	5	8	102	0	0	0	0	33	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	17
assemblage-907-165	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	89	0	136	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	10
assemblage-601-535	0	149	0	8	0	0	0	0	0	7	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	16
assemblage-151-925	0	109	0	0	0	0	0	16	0	0	108	0	0	0	0	56	7	175	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	3	0	0	0	0	0	13
assemblage-919-510	0	74	0	0	0	0	71	0	0	207	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	17
assemblage-259-320	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	46	0	0	0	0	0	0	0	13
assemblage-606-537	0	20	0	72	179	0	0	0	2	3	126	0	0	0	0	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	19
assemblage-467-667	0	15	0	0	10	0	0	0	0	0	68	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	9	0	0	0	0	0	0	0	14
assemblage-383-175	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	18	0	6	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	11
assemblage-493-921	0	263	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	10
assemblage-488-489	0	152	0	6	0	0	0	0	0	10	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	5	0	0	0	0	0	0	6
assemblage-153-925	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	364	0	53	0	0	0	0	0	4
assemblage-931-516	0	69	0	0	0	0	77	0	0	203	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	21
assemblage-485-929	0	269	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	14
assemblage-377-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	13	0	0	64	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	19
assemblage-780-771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	24	321	0	0	0	0	0	9	0	78	0	0	9
assemblage-377-268	40	16	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	22
assemblage-326-246	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	81	7
assemblage-568-994	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	198	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	42	0	0	0	0	0	0	0	10
assemblage-781-185	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	170	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	6
assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	53	0	0	0	0	11	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	28
