Assemblage_Name	7337-1-1	5437979-0-0	863218-6774618-7774684	3-2049714-0	5437979-0-4934925	1513369-2-0	5437979-0-7899154	3-2-6412691	3-5937436-0	0-1-4	3-2-4072471	8032173-6774618-3965231	863218-6774618-2648646	2137808-2-0	9261477-2-0	5437979-0-6243214	2137808-8975926-0	3-2-23637	3-1127647-0	3-2-7385202	3-2-6427732	5437979-2655857-0	707716-2-23637	863218-6774618-7294087	863218-5578212-0	3-0-0	5437979-0-966640	3-2-3283380	3-644191-0	8032173-6774618-0	3-2-3981338	3-9753436-23637	863218-9032929-0	6193744-6774618-0	863218-6774618-0	863218-1944996-0	3-2-1752149	3-6774618-0	5657780-6774618-0	3-2-0	863218-6774618-6138381	1973093-0-6243214	6193744-6774618-6360729	863218-8281552-0	0-4730046-4	9152926-2-0
assemblage-792-172	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	75	0	146	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	8
assemblage-565-984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	313	0	0	31	0	6	0	0	0	0	0	0	0	0	22	0	0	36	0	0	46	0	0	0	0	0	0	0	6
assemblage-973-309	0	29	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	348	0	0	0	0	0	16
assemblage-479-922	0	269	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	11
assemblage-601-539	0	17	0	87	174	0	0	0	5	8	102	0	0	0	0	33	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	17
assemblage-489-915	9	86	0	0	0	0	20	0	0	83	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	11
assemblage-206-601	0	24	0	70	162	0	0	0	11	4	147	0	0	0	0	19	18	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	11
assemblage-784-522	0	210	0	68	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	9
assemblage-474-487	0	123	0	0	0	0	0	17	0	0	89	0	0	0	0	52	15	163	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4	0	11	0	0	0	0	0	15
assemblage-402-252	35	9	0	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	14
assemblage-490-917	0	237	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	25
assemblage-918-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	334	0	0	37	0	5	0	0	0	0	0	0	0	0	16	0	0	23	0	0	44	0	0	0	0	0	0	0	8
assemblage-954-291	0	57	0	0	0	0	0	0	0	18	5	0	0	0	0	0	33	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	374	0	0	0	0	0	5
assemblage-606-537	0	20	0	72	179	0	0	0	2	3	126	0	0	0	0	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	19
assemblage-453-654	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	16
assemblage-405-159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	32	337	0	0	0	0	0	0	0	66	0	0	6
assemblage-772-154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	325	0	0	28	0	7	0	0	0	0	0	0	0	0	15	0	0	30	0	0	51	0	0	0	0	0	0	0	7
assemblage-153-925	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	364	0	53	0	0	0	0	0	4
