assemblage	easting	northing
assemblage-260-147	260	147
assemblage-284-140	284	140
assemblage-258-142	258	142
assemblage-257-154	257	154
assemblage-269-147	269	147
assemblage-246-160	246	160
assemblage-276-141	276	141
assemblage-269-165	269	165
assemblage-541-463	541	463
assemblage-533-469	533	469
assemblage-538-444	538	444
assemblage-522-443	522	443
assemblage-553-456	553	456
assemblage-536-459	536	459
assemblage-529-447	529	447
assemblage-521-457	521	457
assemblage-621-578	621	578
assemblage-643-603	643	603
assemblage-630-588	630	588
assemblage-642-603	642	603
assemblage-629-595	629	595
assemblage-617-593	617	593
assemblage-649-607	649	607
assemblage-644-613	644	613
assemblage-183-468	183	468
assemblage-175-476	175	476
assemblage-172-473	172	473
assemblage-175-456	175	456
assemblage-180-460	180	460
assemblage-182-467	182	467
assemblage-156-455	156	455
assemblage-189-470	189	470
assemblage-910-373	910	373
assemblage-905-383	905	383
assemblage-921-388	921	388
assemblage-919-393	919	393
assemblage-903-383	903	383
assemblage-888-401	888	401
assemblage-901-389	901	389
assemblage-902-398	902	398
assemblage-795-159	795	159
assemblage-773-185	773	185
assemblage-787-156	787	156
assemblage-796-161	796	161
assemblage-803-145	803	145
assemblage-792-155	792	155
assemblage-805-170	805	170
assemblage-797-144	797	144
assemblage-415-817	415	817
assemblage-397-866	397	866
assemblage-413-851	413	851
assemblage-403-854	403	854
assemblage-415-839	415	839
assemblage-407-859	407	859
assemblage-399-844	399	844
assemblage-408-827	408	827
assemblage-422-364	422	364
assemblage-413-361	413	361
assemblage-386-339	386	339
assemblage-392-346	392	346
assemblage-387-349	387	349
assemblage-397-360	397	360
assemblage-410-356	410	356
assemblage-400-348	400	348
assemblage-512-531	512	531
assemblage-521-556	521	556
assemblage-506-532	506	532
assemblage-507-543	507	543
assemblage-522-543	522	543
assemblage-507-530	507	530
assemblage-512-534	512	534
assemblage-520-551	520	551
assemblage-377-676	377	676
assemblage-372-680	372	680
assemblage-371-670	371	670
assemblage-383-669	383	669
assemblage-358-666	358	666
assemblage-380-667	380	667
assemblage-363-659	363	659
assemblage-353-666	353	666
assemblage-346-732	346	732
assemblage-354-748	354	748
assemblage-359-740	359	740
assemblage-357-740	357	740
assemblage-360-724	360	724
assemblage-360-732	360	732
assemblage-347-736	347	736
assemblage-355-732	355	732
assemblage-756-692	756	692
assemblage-753-669	753	669
assemblage-771-657	771	657
assemblage-750-662	750	662
assemblage-766-675	766	675
assemblage-764-677	764	677
assemblage-779-681	779	681
assemblage-763-668	763	668
assemblage-722-404	722	404
assemblage-728-395	728	395
assemblage-711-402	711	402
assemblage-705-411	705	411
assemblage-721-412	721	412
assemblage-723-402	723	402
assemblage-710-386	710	386
assemblage-698-412	698	412
assemblage-421-153	421	153
assemblage-421-156	421	156
assemblage-425-147	425	147
assemblage-423-156	423	156
assemblage-414-117	414	117
assemblage-416-161	416	161
assemblage-417-131	417	131
assemblage-427-154	427	154
assemblage-958-238	958	238
assemblage-953-229	953	229
assemblage-968-226	968	226
assemblage-969-257	969	257
assemblage-961-223	961	223
assemblage-967-235	967	235
assemblage-980-247	980	247
assemblage-953-254	953	254
assemblage-581-660	581	660
assemblage-600-677	600	677
assemblage-604-670	604	670
assemblage-582-656	582	656
assemblage-573-676	573	676
assemblage-589-678	589	678
assemblage-576-679	576	679
assemblage-582-671	582	671
assemblage-560-348	560	348
assemblage-554-333	554	333
assemblage-567-336	567	336
assemblage-566-359	566	359
assemblage-557-329	557	329
assemblage-569-342	569	342
assemblage-549-355	549	355
assemblage-555-334	555	334
assemblage-582-656	582	656
assemblage-592-669	592	669
assemblage-591-669	591	669
assemblage-581-658	581	658
assemblage-588-680	588	680
assemblage-579-646	579	646
assemblage-594-641	594	641
assemblage-578-658	578	658
assemblage-838-264	838	264
assemblage-848-228	848	228
assemblage-850-233	850	233
assemblage-827-268	827	268
assemblage-838-232	838	232
assemblage-844-229	844	229
assemblage-842-245	842	245
assemblage-823-220	823	220
assemblage-293-255	293	255
assemblage-315-245	315	245
assemblage-318-239	318	239
assemblage-315-251	315	251
assemblage-326-251	326	251
assemblage-314-250	314	250
assemblage-323-272	323	272
assemblage-322-242	322	242
assemblage-956-109	956	109
assemblage-961-120	961	120
assemblage-951-120	951	120
assemblage-952-121	952	121
assemblage-962-105	962	105
assemblage-940-121	940	121
assemblage-959-116	959	116
assemblage-963-121	963	121
assemblage-858-773	858	773
assemblage-864-750	864	750
assemblage-836-772	836	772
assemblage-849-747	849	747
assemblage-846-749	846	749
assemblage-848-779	848	779
assemblage-843-759	843	759
assemblage-875-759	875	759
assemblage-185-751	185	751
assemblage-187-737	187	737
assemblage-186-742	186	742
assemblage-187-734	187	734
assemblage-174-741	174	741
assemblage-186-739	186	739
assemblage-167-753	167	753
assemblage-183-759	183	759
assemblage-867-834	867	834
assemblage-903-841	903	841
assemblage-891-845	891	845
assemblage-879-835	879	835
assemblage-875-858	875	858
assemblage-876-854	876	854
assemblage-881-838	881	838
assemblage-888-861	888	861
