assemblage	easting	northing
assemblage-676-332	676	332
assemblage-662-336	662	336
assemblage-664-337	664	337
assemblage-663-338	663	338
assemblage-678-345	678	345
assemblage-666-337	666	337
assemblage-667-337	667	337
assemblage-671-350	671	350
assemblage-677-345	677	345
assemblage-690-342	690	342
assemblage-288-739	288	739
assemblage-274-761	274	761
assemblage-279-758	279	758
assemblage-291-763	291	763
assemblage-292-745	292	745
assemblage-290-757	290	757
assemblage-286-770	286	770
assemblage-292-758	292	758
assemblage-280-773	280	773
assemblage-299-744	299	744
assemblage-706-533	706	533
assemblage-676-526	676	526
assemblage-692-536	692	536
assemblage-679-528	679	528
assemblage-678-542	678	542
assemblage-685-521	685	521
assemblage-683-524	683	524
assemblage-679-532	679	532
assemblage-683-534	683	534
assemblage-705-516	705	516
assemblage-173-273	173	273
assemblage-181-246	181	246
assemblage-169-239	169	239
assemblage-186-264	186	264
assemblage-172-255	172	255
assemblage-170-261	170	261
assemblage-177-255	177	255
assemblage-174-245	174	245
assemblage-170-271	170	271
assemblage-166-253	166	253
assemblage-908-531	908	531
assemblage-903-542	903	542
assemblage-893-534	893	534
assemblage-898-531	898	531
assemblage-879-531	879	531
assemblage-895-535	895	535
assemblage-886-516	886	516
assemblage-901-502	901	502
assemblage-901-532	901	532
assemblage-885-525	885	525
assemblage-849-602	849	602
assemblage-848-585	848	585
assemblage-850-598	850	598
assemblage-838-622	838	622
assemblage-841-587	841	587
assemblage-841-575	841	575
assemblage-832-592	832	592
assemblage-844-595	844	595
assemblage-830-593	830	593
assemblage-841-606	841	606
assemblage-888-936	888	936
assemblage-868-891	868	891
assemblage-867-918	867	918
assemblage-886-922	886	922
assemblage-871-934	871	934
assemblage-859-902	859	902
assemblage-864-913	864	913
assemblage-852-918	852	918
assemblage-860-926	860	926
assemblage-864-937	864	937
assemblage-413-610	413	610
assemblage-437-632	437	632
assemblage-429-621	429	621
assemblage-431-636	431	636
assemblage-425-620	425	620
assemblage-417-639	417	639
assemblage-418-644	418	644
assemblage-417-616	417	616
assemblage-420-624	420	624
assemblage-420-639	420	639
assemblage-909-198	909	198
assemblage-880-192	880	192
assemblage-890-211	890	211
assemblage-899-198	899	198
assemblage-908-197	908	197
assemblage-896-198	896	198
assemblage-905-202	905	202
assemblage-884-199	884	199
assemblage-902-178	902	178
assemblage-894-203	894	203
assemblage-989-560	989	560
assemblage-954-553	954	553
assemblage-982-555	982	555
assemblage-959-573	959	573
assemblage-971-557	971	557
assemblage-969-543	969	543
assemblage-958-564	958	564
assemblage-950-563	950	563
assemblage-959-569	959	569
assemblage-956-542	956	542
assemblage-526-770	526	770
assemblage-513-755	513	755
assemblage-508-767	508	767
assemblage-528-774	528	774
assemblage-513-766	513	766
assemblage-499-767	499	767
assemblage-495-766	495	766
assemblage-512-765	512	765
assemblage-492-757	492	757
assemblage-534-777	534	777
assemblage-437-859	437	859
assemblage-454-851	454	851
assemblage-452-848	452	848
assemblage-446-859	446	859
assemblage-446-848	446	848
assemblage-445-863	445	863
assemblage-450-863	450	863
assemblage-453-873	453	873
assemblage-443-865	443	865
assemblage-449-859	449	859
assemblage-784-262	784	262
assemblage-771-248	771	248
assemblage-771-259	771	259
assemblage-771-241	771	241
assemblage-780-257	780	257
assemblage-776-257	776	257
assemblage-782-274	782	274
assemblage-794-248	794	248
assemblage-782-255	782	255
assemblage-797-258	797	258
assemblage-508-798	508	798
assemblage-527-802	527	802
assemblage-523-789	523	789
assemblage-499-790	499	790
assemblage-519-790	519	790
assemblage-511-798	511	798
assemblage-513-795	513	795
assemblage-497-792	497	792
assemblage-529-794	529	794
assemblage-517-778	517	778
assemblage-195-426	195	426
assemblage-195-446	195	446
assemblage-183-460	183	460
assemblage-169-455	169	455
assemblage-190-453	190	453
assemblage-180-449	180	449
assemblage-183-441	183	441
assemblage-173-455	173	455
assemblage-164-440	164	440
assemblage-182-455	182	455
